id,nombreCliente,usuarioCliente,estado,totalcuenta,fechahora
12251,Daniel,dannyg123,creada,20.0,2024-10-31 13:02:00
12252,Camilo,camip1234,creada,20.0,2024-10-31 15:00:00
12253,Daniel,dannyg123,creada,20.0,2024-10-31 19:57:00
12254,Valeria,valeria_1,creada,20.0,2024-11-01 04:47:00
12255,Camila,cami_sm23,creada,50.0,2024-10-31 15:12:00
12256,Andrea,andreamg,creada,60.0,2024-11-01 04:07:00
12257,Daniel,dannyg123,creada,40.0,2024-10-31 16:26:00
12258,Camila,cami_sm23,creada,50.0,2024-10-31 14:33:00
12259,Carlos,carlito01,creada,20.0,2024-10-31 19:51:00
12260,Camila,cami_sm23,creada,25.0,2024-11-01 01:57:00
12261,Andrea,andreamg,creada,50.0,2024-10-31 15:14:00
12262,Carlos,carlito01,creada,40.0,2024-10-31 23:49:00
12263,Valeria,valeria_1,creada,20.0,2024-10-31 20:37:00
12264,Daniel,dannyg123,creada,50.0,2024-10-31 18:31:00
12265,Daniel,dannyg123,creada,20.0,2024-11-01 07:22:00
12266,Andrea,andreamg,creada,20.0,2024-10-31 14:37:00
12267,Camila,cami_sm23,creada,25.0,2024-11-01 00:34:00
12268,Daniel,dannyg123,creada,60.0,2024-10-31 12:26:00
12269,Camilo,camip1234,creada,20.0,2024-11-01 00:04:00
12270,Camila,cami_sm23,creada,50.0,2024-11-01 04:42:00
12271,Valeria,valeria_1,creada,20.0,2024-10-31 10:22:00
12272,Camilo,camip1234,creada,50.0,2024-10-31 20:49:00
12273,Andrea,andreamg,creada,20.0,2024-10-31 14:44:00
12274,Carlos,carlito01,creada,20.0,2024-11-01 06:46:00
12275,Camila,cami_sm23,creada,20.0,2024-10-31 11:37:00
12276,Camilo,camip1234,creada,25.0,2024-10-31 11:49:00
12277,Camila,cami_sm23,creada,40.0,2024-11-01 08:13:00
12278,Ana,anagarcia,creada,40.0,2024-11-01 05:22:00
12279,Daniel,dannyg123,creada,20.0,2024-10-31 17:28:00
12280,Andrea,andreamg,creada,20.0,2024-10-31 12:16:00
12281,Daniel,dannyg123,creada,20.0,2024-10-31 23:32:00
12282,Camila,cami_sm23,creada,40.0,2024-10-31 09:09:00
12283,Carlos,carlito01,creada,50.0,2024-11-01 06:13:00
12284,Carlos,carlito01,creada,20.0,2024-11-01 02:00:00
12285,Daniel,dannyg123,creada,20.0,2024-10-31 17:16:00
12286,Valeria,valeria_1,creada,20.0,2024-11-01 06:23:00
12287,Daniel,dannyg123,creada,25.0,2024-11-01 03:08:00
12288,Camilo,camip1234,creada,60.0,2024-11-01 01:40:00
12289,Andrea,andreamg,creada,20.0,2024-10-31 14:36:00
12290,Daniel,dannyg123,creada,60.0,2024-10-31 14:16:00
12291,Valeria,valeria_1,creada,20.0,2024-10-31 09:52:00
12292,Ana,anagarcia,creada,20.0,2024-10-31 11:06:00
12293,Camila,cami_sm23,creada,25.0,2024-11-01 07:18:00
12294,Carlos,carlito01,creada,40.0,2024-10-31 13:54:00
12295,Camila,cami_sm23,creada,60.0,2024-10-31 13:54:00
12296,Ana,anagarcia,creada,50.0,2024-10-31 09:24:00
12297,Valeria,valeria_1,creada,20.0,2024-11-01 08:40:00
12298,Camilo,camip1234,creada,20.0,2024-10-31 15:16:00
12299,Andrea,andreamg,creada,20.0,2024-11-01 08:07:00
12300,Camila,cami_sm23,creada,20.0,2024-10-31 12:43:00
12301,Daniel,dannyg123,creada,40.0,2024-11-01 05:44:00
12302,Carlos,carlito01,creada,20.0,2024-11-01 06:55:00
12303,Carlos,carlito01,creada,60.0,2024-10-31 22:34:00
12304,Valeria,valeria_1,creada,50.0,2024-10-31 17:56:00
12305,Ana,anagarcia,creada,50.0,2024-10-31 21:49:00
12306,Daniel,dannyg123,creada,50.0,2024-11-01 08:16:00
12307,Camilo,camip1234,creada,50.0,2024-11-01 07:00:00
12308,Carlos,carlito01,creada,50.0,2024-10-31 09:32:00
12309,Daniel,dannyg123,creada,20.0,2024-10-31 16:54:00
12310,Carlos,carlito01,creada,25.0,2024-10-31 15:50:00
12311,Carlos,carlito01,creada,20.0,2024-10-31 09:36:00
12312,Carlos,carlito01,creada,60.0,2024-10-31 21:21:00
12313,Camila,cami_sm23,creada,25.0,2024-11-01 03:12:00
12314,Camilo,camip1234,creada,40.0,2024-11-01 04:13:00
12315,Carlos,carlito01,creada,20.0,2024-10-31 18:45:00
12316,Valeria,valeria_1,creada,60.0,2024-11-01 07:41:00
12317,Camila,cami_sm23,creada,40.0,2024-10-31 21:31:00
12318,Carlos,carlito01,creada,20.0,2024-10-31 23:25:00
12319,Carlos,carlito01,creada,50.0,2024-10-31 13:59:00
12320,Carlos,carlito01,creada,60.0,2024-10-31 23:03:00
12321,Daniel,dannyg123,creada,20.0,2024-11-01 08:19:00
12322,Valeria,valeria_1,creada,40.0,2024-10-31 14:29:00
12323,Ana,anagarcia,creada,20.0,2024-10-31 18:42:00
12324,Carlos,carlito01,creada,40.0,2024-11-01 02:04:00
12325,Ana,anagarcia,creada,20.0,2024-11-01 01:16:00
12326,Camila,cami_sm23,creada,50.0,2024-11-01 00:54:00
12327,Daniel,dannyg123,creada,20.0,2024-10-31 22:05:00
12328,Camila,cami_sm23,creada,60.0,2024-10-31 11:57:00
12329,Carlos,carlito01,creada,20.0,2024-11-01 07:21:00
12330,Andrea,andreamg,creada,20.0,2024-10-31 15:34:00
12331,Ana,anagarcia,creada,20.0,2024-11-01 01:58:00
12332,Camilo,camip1234,creada,60.0,2024-10-31 16:46:00
12333,Andrea,andreamg,creada,40.0,2024-11-01 03:51:00
12334,Camilo,camip1234,creada,20.0,2024-10-31 16:20:00
12335,Carlos,carlito01,creada,20.0,2024-10-31 19:01:00
12336,Daniel,dannyg123,creada,20.0,2024-10-31 23:18:00
12337,Daniel,dannyg123,creada,60.0,2024-11-01 03:54:00
12338,Camilo,camip1234,creada,20.0,2024-10-31 10:02:00
12339,Andrea,andreamg,creada,60.0,2024-11-01 06:41:00
12340,Carlos,carlito01,creada,40.0,2024-10-31 14:19:00
12341,Daniel,dannyg123,creada,60.0,2024-11-01 00:49:00
12342,Daniel,dannyg123,creada,20.0,2024-10-31 16:14:00
12343,Carlos,carlito01,creada,60.0,2024-11-01 04:15:00
12344,Ana,anagarcia,creada,60.0,2024-10-31 09:31:00
12345,Andrea,andreamg,creada,20.0,2024-10-31 21:50:00
12346,Daniel,dannyg123,creada,40.0,2024-10-31 12:25:00
12347,Valeria,valeria_1,creada,60.0,2024-11-01 08:38:00
12348,Camilo,camip1234,creada,50.0,2024-11-01 03:51:00
12349,Andrea,andreamg,creada,20.0,2024-10-31 12:50:00
12350,Camila,cami_sm23,creada,40.0,2024-10-31 09:27:00
12351,Valeria,valeria_1,creada,20.0,2024-11-01 08:30:00
12352,Camila,cami_sm23,creada,20.0,2024-10-31 13:47:00
12353,Camilo,camip1234,creada,25.0,2024-10-31 23:50:00
12354,Andrea,andreamg,creada,20.0,2024-11-01 05:51:00
12355,Ana,anagarcia,creada,20.0,2024-11-01 06:03:00
12356,Camila,cami_sm23,creada,20.0,2024-11-01 07:30:00
12357,Andrea,andreamg,creada,20.0,2024-11-01 08:56:00
12358,Carlos,carlito01,creada,20.0,2024-11-01 04:50:00
12359,Camila,cami_sm23,creada,20.0,2024-10-31 22:04:00
12360,Carlos,carlito01,creada,50.0,2024-11-01 00:43:00
12361,Andrea,andreamg,creada,40.0,2024-11-01 00:25:00
12362,Camila,cami_sm23,creada,25.0,2024-10-31 09:12:00
12363,Ana,anagarcia,creada,20.0,2024-10-31 16:08:00
12364,Camila,cami_sm23,creada,40.0,2024-10-31 21:09:00
12365,Ana,anagarcia,creada,20.0,2024-11-01 08:56:00
12366,Valeria,valeria_1,creada,20.0,2024-10-31 21:46:00
12367,Camila,cami_sm23,creada,60.0,2024-11-01 06:27:00
12368,Camilo,camip1234,creada,50.0,2024-11-01 04:53:00
12369,Daniel,dannyg123,creada,20.0,2024-10-31 17:49:00
12370,Valeria,valeria_1,creada,20.0,2024-10-31 20:43:00
12371,Daniel,dannyg123,creada,40.0,2024-11-01 04:46:00
12372,Ana,anagarcia,creada,20.0,2024-10-31 09:43:00
12373,Daniel,dannyg123,creada,25.0,2024-11-01 06:54:00
12374,Ana,anagarcia,creada,60.0,2024-11-01 06:44:00
12375,Camila,cami_sm23,creada,50.0,2024-10-31 15:02:00
12376,Ana,anagarcia,creada,20.0,2024-10-31 19:45:00
12377,Daniel,dannyg123,creada,25.0,2024-10-31 16:44:00
12378,Ana,anagarcia,creada,20.0,2024-10-31 18:44:00
12379,Valeria,valeria_1,creada,60.0,2024-10-31 10:23:00
12380,Daniel,dannyg123,creada,40.0,2024-10-31 09:53:00
12381,Ana,anagarcia,creada,60.0,2024-10-31 21:22:00
12382,Andrea,andreamg,creada,20.0,2024-10-31 22:16:00
12383,Valeria,valeria_1,creada,25.0,2024-10-31 19:47:00
12384,Carlos,carlito01,creada,40.0,2024-10-31 17:48:00
12385,Carlos,carlito01,creada,20.0,2024-10-31 12:49:00
12386,Daniel,dannyg123,creada,25.0,2024-10-31 16:56:00
12387,Andrea,andreamg,creada,20.0,2024-10-31 15:59:00
12388,Andrea,andreamg,creada,20.0,2024-10-31 13:17:00
12389,Valeria,valeria_1,creada,20.0,2024-11-01 04:44:00
12390,Daniel,dannyg123,creada,20.0,2024-10-31 21:08:00
12391,Valeria,valeria_1,creada,50.0,2024-11-01 06:15:00
12392,Camilo,camip1234,creada,25.0,2024-10-31 19:13:00
12393,Camilo,camip1234,creada,50.0,2024-10-31 13:52:00
12394,Andrea,andreamg,creada,20.0,2024-10-31 18:47:00
12395,Valeria,valeria_1,creada,40.0,2024-10-31 09:31:00
12396,Ana,anagarcia,creada,40.0,2024-10-31 20:10:00
12397,Valeria,valeria_1,creada,60.0,2024-11-01 02:00:00
12398,Ana,anagarcia,creada,20.0,2024-10-31 10:52:00
12399,Andrea,andreamg,creada,20.0,2024-10-31 11:00:00
12400,Andrea,andreamg,creada,20.0,2024-10-31 17:07:00
12401,Ana,anagarcia,creada,60.0,2024-10-31 16:55:00
12402,Valeria,valeria_1,creada,50.0,2024-10-31 23:59:00
12403,Carlos,carlito01,creada,50.0,2024-11-01 03:07:00
12404,Valeria,valeria_1,creada,40.0,2024-11-01 02:03:00
12405,Andrea,andreamg,creada,20.0,2024-10-31 19:31:00
12406,Ana,anagarcia,creada,20.0,2024-10-31 14:05:00
12407,Andrea,andreamg,creada,60.0,2024-11-01 06:09:00
12408,Andrea,andreamg,creada,20.0,2024-11-01 00:41:00
12409,Camilo,camip1234,creada,20.0,2024-11-01 01:55:00
12410,Ana,anagarcia,creada,40.0,2024-10-31 11:13:00
12411,Daniel,dannyg123,creada,20.0,2024-10-31 22:24:00
12412,Camilo,camip1234,creada,50.0,2024-10-31 17:58:00
12413,Carlos,carlito01,creada,25.0,2024-10-31 20:11:00
12414,Daniel,dannyg123,creada,50.0,2024-10-31 10:03:00
12415,Ana,anagarcia,creada,20.0,2024-10-31 15:00:00
12416,Carlos,carlito01,creada,60.0,2024-11-01 05:23:00
12417,Camilo,camip1234,creada,20.0,2024-11-01 02:35:00
12418,Carlos,carlito01,creada,50.0,2024-11-01 01:42:00
12419,Daniel,dannyg123,creada,60.0,2024-11-01 06:52:00
12420,Daniel,dannyg123,creada,20.0,2024-10-31 22:56:00
12421,Ana,anagarcia,creada,40.0,2024-10-31 17:04:00
12422,Daniel,dannyg123,creada,20.0,2024-11-01 01:06:00
12423,Camila,cami_sm23,creada,25.0,2024-11-01 02:50:00
12424,Ana,anagarcia,creada,20.0,2024-10-31 18:46:00
12425,Daniel,dannyg123,creada,20.0,2024-10-31 09:46:00
12426,Camila,cami_sm23,creada,20.0,2024-10-31 14:28:00
12427,Camila,cami_sm23,creada,20.0,2024-11-01 01:02:00
12428,Andrea,andreamg,creada,50.0,2024-11-01 08:18:00
12429,Daniel,dannyg123,creada,25.0,2024-10-31 16:27:00
12430,Valeria,valeria_1,creada,20.0,2024-10-31 11:18:00
12431,Ana,anagarcia,creada,20.0,2024-10-31 12:37:00
12432,Ana,anagarcia,creada,40.0,2024-10-31 17:42:00
12433,Daniel,dannyg123,creada,60.0,2024-11-01 00:57:00
12434,Camilo,camip1234,creada,60.0,2024-10-31 15:46:00
12435,Ana,anagarcia,creada,25.0,2024-11-01 03:12:00
12436,Camila,cami_sm23,creada,20.0,2024-10-31 11:11:00
12437,Camila,cami_sm23,creada,60.0,2024-10-31 11:10:00
12438,Camila,cami_sm23,creada,50.0,2024-11-01 02:07:00
12439,Valeria,valeria_1,creada,20.0,2024-11-01 04:15:00
12440,Andrea,andreamg,creada,20.0,2024-10-31 18:48:00
12441,Valeria,valeria_1,creada,40.0,2024-11-01 01:48:00
12442,Carlos,carlito01,creada,40.0,2024-11-01 02:19:00
12443,Andrea,andreamg,creada,60.0,2024-10-31 19:24:00
12444,Valeria,valeria_1,creada,60.0,2024-10-31 14:13:00
12445,Andrea,andreamg,creada,20.0,2024-10-31 23:37:00
12446,Daniel,dannyg123,creada,20.0,2024-11-01 00:21:00
12447,Ana,anagarcia,creada,20.0,2024-11-01 06:03:00
12448,Andrea,andreamg,creada,20.0,2024-11-01 08:53:00
12449,Andrea,andreamg,creada,20.0,2024-10-31 18:13:00
12450,Ana,anagarcia,creada,25.0,2024-10-31 23:00:00
12451,Camilo,camip1234,creada,40.0,2024-11-01 01:22:00
12452,Carlos,carlito01,creada,60.0,2024-10-31 14:39:00
12453,Camila,cami_sm23,creada,50.0,2024-11-01 04:09:00
12454,Valeria,valeria_1,creada,25.0,2024-10-31 19:13:00
12455,Carlos,carlito01,creada,40.0,2024-11-01 04:16:00
12456,Ana,anagarcia,creada,50.0,2024-11-01 01:55:00
12457,Daniel,dannyg123,creada,60.0,2024-11-01 06:52:00
12458,Andrea,andreamg,creada,25.0,2024-11-01 07:23:00
12459,Daniel,dannyg123,creada,50.0,2024-10-31 17:44:00
12460,Carlos,carlito01,creada,25.0,2024-10-31 16:01:00
12461,Valeria,valeria_1,creada,40.0,2024-10-31 11:17:00
12462,Andrea,andreamg,creada,20.0,2024-11-01 04:34:00
12463,Carlos,carlito01,creada,20.0,2024-11-01 05:34:00
12464,Daniel,dannyg123,creada,25.0,2024-10-31 18:06:00
12465,Andrea,andreamg,creada,20.0,2024-10-31 23:17:00
12466,Carlos,carlito01,creada,50.0,2024-10-31 11:15:00
12467,Camilo,camip1234,creada,20.0,2024-10-31 21:36:00
12468,Camila,cami_sm23,creada,50.0,2024-10-31 21:16:00
12469,Carlos,carlito01,creada,20.0,2024-11-01 02:10:00
12470,Camilo,camip1234,creada,40.0,2024-11-01 07:22:00
12471,Camilo,camip1234,creada,20.0,2024-10-31 17:16:00
12472,Daniel,dannyg123,creada,20.0,2024-11-01 06:05:00
12473,Camilo,camip1234,creada,25.0,2024-10-31 18:27:00
12474,Valeria,valeria_1,creada,25.0,2024-11-01 03:05:00
12475,Valeria,valeria_1,creada,60.0,2024-10-31 17:37:00
12476,Carlos,carlito01,creada,40.0,2024-10-31 18:54:00
12477,Valeria,valeria_1,creada,40.0,2024-10-31 10:27:00
12478,Andrea,andreamg,creada,25.0,2024-10-31 13:49:00
12479,Camilo,camip1234,creada,50.0,2024-11-01 04:23:00
12480,Carlos,carlito01,creada,20.0,2024-11-01 02:44:00
12481,Daniel,dannyg123,creada,25.0,2024-10-31 22:11:00
12482,Valeria,valeria_1,creada,20.0,2024-10-31 15:04:00
12483,Daniel,dannyg123,creada,50.0,2024-11-01 07:44:00
12484,Andrea,andreamg,creada,20.0,2024-11-01 04:25:00
12485,Daniel,dannyg123,creada,50.0,2024-10-31 16:16:00
12486,Carlos,carlito01,creada,25.0,2024-10-31 16:40:00
12487,Carlos,carlito01,creada,50.0,2024-10-31 18:06:00
12488,Andrea,andreamg,creada,60.0,2024-10-31 13:00:00
12489,Ana,anagarcia,creada,50.0,2024-10-31 11:08:00
12490,Valeria,valeria_1,creada,40.0,2024-10-31 09:13:00
12491,Camilo,camip1234,creada,40.0,2024-10-31 15:47:00
12492,Valeria,valeria_1,creada,25.0,2024-11-01 04:00:00
12493,Valeria,valeria_1,creada,60.0,2024-11-01 08:58:00
12494,Daniel,dannyg123,creada,20.0,2024-10-31 23:10:00
12495,Daniel,dannyg123,creada,50.0,2024-10-31 14:47:00
12496,Ana,anagarcia,creada,50.0,2024-10-31 14:11:00
12497,Valeria,valeria_1,creada,20.0,2024-10-31 13:09:00
12498,Camila,cami_sm23,creada,40.0,2024-10-31 16:46:00
12499,Ana,anagarcia,creada,25.0,2024-10-31 15:38:00
12500,Daniel,dannyg123,creada,60.0,2024-10-31 17:45:00
12501,Camila,cami_sm23,creada,60.0,2024-11-01 00:50:00
12502,Camilo,camip1234,creada,20.0,2024-11-01 00:47:00
12503,Carlos,carlito01,creada,20.0,2024-10-31 11:35:00
12504,Andrea,andreamg,creada,25.0,2024-11-01 07:03:00
12505,Camila,cami_sm23,creada,25.0,2024-10-31 23:20:00
12506,Andrea,andreamg,creada,40.0,2024-10-31 18:05:00
12507,Valeria,valeria_1,creada,20.0,2024-11-01 08:29:00
12508,Camila,cami_sm23,creada,20.0,2024-10-31 20:30:00
12509,Daniel,dannyg123,creada,25.0,2024-10-31 20:10:00
12510,Valeria,valeria_1,creada,20.0,2024-11-01 02:20:00
12511,Daniel,dannyg123,creada,40.0,2024-10-31 16:50:00
12512,Ana,anagarcia,creada,20.0,2024-10-31 12:57:00
12513,Camila,cami_sm23,creada,50.0,2024-10-31 12:39:00
12514,Camila,cami_sm23,creada,20.0,2024-11-01 02:20:00
12515,Ana,anagarcia,creada,20.0,2024-11-01 08:19:00
12516,Andrea,andreamg,creada,50.0,2024-11-01 06:30:00
12517,Daniel,dannyg123,creada,40.0,2024-11-01 04:01:00
12518,Daniel,dannyg123,creada,40.0,2024-10-31 18:50:00
12519,Camila,cami_sm23,creada,20.0,2024-10-31 22:41:00
12520,Andrea,andreamg,creada,25.0,2024-11-01 01:49:00
12521,Carlos,carlito01,creada,20.0,2024-11-01 04:22:00
12522,Daniel,dannyg123,creada,20.0,2024-10-31 09:49:00
12523,Daniel,dannyg123,creada,40.0,2024-10-31 18:35:00
12524,Camilo,camip1234,creada,20.0,2024-10-31 22:08:00
12525,Andrea,andreamg,creada,20.0,2024-10-31 15:32:00
12526,Camila,cami_sm23,creada,50.0,2024-10-31 10:48:00
12527,Daniel,dannyg123,creada,40.0,2024-11-01 07:08:00
12528,Andrea,andreamg,creada,20.0,2024-10-31 11:09:00
12529,Ana,anagarcia,creada,60.0,2024-11-01 05:47:00
12530,Andrea,andreamg,creada,60.0,2024-10-31 11:40:00
12531,Daniel,dannyg123,creada,40.0,2024-10-31 23:39:00
12532,Valeria,valeria_1,creada,25.0,2024-10-31 19:47:00
12533,Valeria,valeria_1,creada,25.0,2024-10-31 22:39:00
12534,Daniel,dannyg123,creada,60.0,2024-10-31 18:38:00
12535,Valeria,valeria_1,creada,40.0,2024-10-31 21:16:00
12536,Valeria,valeria_1,creada,50.0,2024-10-31 23:52:00
12537,Camilo,camip1234,creada,25.0,2024-11-01 00:38:00
12538,Andrea,andreamg,creada,20.0,2024-10-31 09:01:00
12539,Daniel,dannyg123,creada,25.0,2024-11-01 05:50:00
12540,Carlos,carlito01,creada,50.0,2024-10-31 15:03:00
12541,Ana,anagarcia,creada,60.0,2024-11-01 06:22:00
12542,Camilo,camip1234,creada,20.0,2024-11-01 02:11:00
12543,Carlos,carlito01,creada,40.0,2024-10-31 18:44:00
12544,Daniel,dannyg123,creada,60.0,2024-10-31 16:24:00
12545,Carlos,carlito01,creada,40.0,2024-11-01 07:25:00
12546,Valeria,valeria_1,creada,20.0,2024-11-01 05:04:00
12547,Ana,anagarcia,creada,20.0,2024-11-01 04:31:00
12548,Daniel,dannyg123,creada,20.0,2024-11-01 03:19:00
12549,Camilo,camip1234,creada,60.0,2024-10-31 12:59:00
12550,Carlos,carlito01,creada,20.0,2024-10-31 15:01:00
12551,Camilo,camip1234,creada,20.0,2024-10-31 19:37:00
12552,Ana,anagarcia,creada,60.0,2024-11-01 03:51:00
12553,Andrea,andreamg,creada,60.0,2024-11-01 08:08:00
12554,Daniel,dannyg123,creada,20.0,2024-10-31 16:35:00
12555,Valeria,valeria_1,creada,40.0,2024-10-31 10:31:00
12556,Valeria,valeria_1,creada,20.0,2024-10-31 09:44:00
12557,Camila,cami_sm23,creada,20.0,2024-11-01 01:03:00
12558,Ana,anagarcia,creada,50.0,2024-10-31 14:16:00
12559,Carlos,carlito01,creada,20.0,2024-11-01 09:00:00
12560,Ana,anagarcia,creada,25.0,2024-10-31 12:39:00
12561,Carlos,carlito01,creada,20.0,2024-11-01 05:33:00
12562,Daniel,dannyg123,creada,60.0,2024-10-31 13:46:00
12563,Valeria,valeria_1,creada,60.0,2024-10-31 11:56:00
12564,Daniel,dannyg123,creada,60.0,2024-11-01 05:19:00
12565,Camila,cami_sm23,creada,25.0,2024-10-31 13:12:00
12566,Carlos,carlito01,creada,20.0,2024-11-01 06:34:00
12567,Valeria,valeria_1,creada,40.0,2024-10-31 22:23:00
12568,Camilo,camip1234,creada,20.0,2024-10-31 09:53:00
12569,Camilo,camip1234,creada,20.0,2024-10-31 15:54:00
12570,Daniel,dannyg123,creada,20.0,2024-10-31 22:39:00
12571,Andrea,andreamg,creada,20.0,2024-11-01 04:55:00
12572,Valeria,valeria_1,creada,50.0,2024-10-31 21:39:00
12573,Camilo,camip1234,creada,60.0,2024-10-31 16:30:00
12574,Valeria,valeria_1,creada,20.0,2024-10-31 21:37:00
12575,Andrea,andreamg,creada,50.0,2024-10-31 11:26:00
12576,Camilo,camip1234,creada,40.0,2024-10-31 14:27:00
12577,Carlos,carlito01,creada,25.0,2024-10-31 18:13:00
12578,Andrea,andreamg,creada,20.0,2024-11-01 08:50:00
12579,Camila,cami_sm23,creada,20.0,2024-11-01 01:49:00
12580,Carlos,carlito01,creada,20.0,2024-11-01 03:44:00
12581,Camila,cami_sm23,creada,20.0,2024-10-31 09:52:00
12582,Daniel,dannyg123,creada,50.0,2024-11-01 02:58:00
12583,Camilo,camip1234,creada,20.0,2024-11-01 06:16:00
12584,Daniel,dannyg123,creada,20.0,2024-10-31 12:57:00
12585,Daniel,dannyg123,creada,60.0,2024-10-31 18:31:00
12586,Camila,cami_sm23,creada,20.0,2024-10-31 16:45:00
12587,Carlos,carlito01,creada,50.0,2024-10-31 17:09:00
12588,Valeria,valeria_1,creada,20.0,2024-10-31 13:10:00
12589,Valeria,valeria_1,creada,60.0,2024-10-31 19:58:00
12590,Camila,cami_sm23,creada,20.0,2024-10-31 14:52:00
12591,Valeria,valeria_1,creada,40.0,2024-11-01 05:13:00
12592,Carlos,carlito01,creada,20.0,2024-10-31 09:02:00
12593,Andrea,andreamg,creada,20.0,2024-10-31 13:33:00
12594,Daniel,dannyg123,creada,60.0,2024-10-31 13:51:00
12595,Camilo,camip1234,creada,20.0,2024-10-31 15:15:00
12596,Valeria,valeria_1,creada,60.0,2024-10-31 23:29:00
12597,Camilo,camip1234,creada,20.0,2024-11-01 06:10:00
12598,Ana,anagarcia,creada,20.0,2024-10-31 15:26:00
12599,Andrea,andreamg,creada,25.0,2024-10-31 15:47:00
12600,Valeria,valeria_1,creada,20.0,2024-10-31 22:53:00
12601,Andrea,andreamg,creada,40.0,2024-10-31 12:06:00
12602,Valeria,valeria_1,creada,40.0,2024-10-31 20:08:00
12603,Camilo,camip1234,creada,50.0,2024-11-01 04:08:00
12604,Andrea,andreamg,creada,40.0,2024-10-31 21:56:00
12605,Carlos,carlito01,creada,20.0,2024-10-31 15:26:00
12606,Camila,cami_sm23,creada,25.0,2024-10-31 13:36:00
12607,Daniel,dannyg123,creada,50.0,2024-10-31 14:18:00
12608,Camilo,camip1234,creada,50.0,2024-11-01 01:39:00
12609,Carlos,carlito01,creada,60.0,2024-11-01 04:45:00
12610,Carlos,carlito01,creada,40.0,2024-11-01 05:46:00
12611,Camilo,camip1234,creada,20.0,2024-10-31 23:16:00
12612,Camilo,camip1234,creada,20.0,2024-10-31 16:36:00
12613,Carlos,carlito01,creada,40.0,2024-10-31 12:30:00
12614,Valeria,valeria_1,creada,40.0,2024-10-31 10:09:00
12615,Carlos,carlito01,creada,50.0,2024-11-01 00:22:00
12616,Valeria,valeria_1,creada,20.0,2024-10-31 14:31:00
12617,Daniel,dannyg123,creada,60.0,2024-11-01 05:41:00
12618,Ana,anagarcia,creada,25.0,2024-10-31 15:27:00
12619,Daniel,dannyg123,creada,20.0,2024-11-01 03:34:00
12620,Camila,cami_sm23,creada,50.0,2024-10-31 15:18:00
12621,Valeria,valeria_1,creada,20.0,2024-10-31 19:18:00
12622,Carlos,carlito01,creada,20.0,2024-10-31 10:13:00
12623,Camilo,camip1234,creada,60.0,2024-10-31 11:07:00
12624,Daniel,dannyg123,creada,20.0,2024-10-31 16:35:00
12625,Daniel,dannyg123,creada,20.0,2024-11-01 02:57:00
12626,Ana,anagarcia,creada,25.0,2024-10-31 10:23:00
12627,Daniel,dannyg123,creada,60.0,2024-11-01 04:03:00
12628,Camila,cami_sm23,creada,25.0,2024-10-31 20:45:00
12629,Andrea,andreamg,creada,25.0,2024-10-31 10:07:00
12630,Camila,cami_sm23,creada,60.0,2024-11-01 06:34:00
12631,Andrea,andreamg,creada,20.0,2024-11-01 01:58:00
12632,Carlos,carlito01,creada,40.0,2024-11-01 03:52:00
12633,Camila,cami_sm23,creada,50.0,2024-11-01 00:22:00
12634,Camilo,camip1234,creada,40.0,2024-10-31 18:07:00
12635,Camilo,camip1234,creada,50.0,2024-10-31 11:34:00
12636,Daniel,dannyg123,creada,25.0,2024-11-01 01:20:00
12637,Daniel,dannyg123,creada,25.0,2024-11-01 08:37:00
12638,Camila,cami_sm23,creada,50.0,2024-10-31 18:20:00
12639,Daniel,dannyg123,creada,20.0,2024-10-31 15:22:00
12640,Valeria,valeria_1,creada,20.0,2024-11-01 07:03:00
12641,Valeria,valeria_1,creada,20.0,2024-10-31 19:46:00
12642,Andrea,andreamg,creada,20.0,2024-10-31 18:06:00
12643,Valeria,valeria_1,creada,50.0,2024-10-31 22:36:00
12644,Camila,cami_sm23,creada,60.0,2024-10-31 17:54:00
12645,Ana,anagarcia,creada,50.0,2024-10-31 17:33:00
12646,Valeria,valeria_1,creada,50.0,2024-10-31 09:40:00
12647,Carlos,carlito01,creada,60.0,2024-10-31 09:57:00
12648,Ana,anagarcia,creada,25.0,2024-10-31 09:59:00
12649,Ana,anagarcia,creada,40.0,2024-11-01 08:11:00
12650,Valeria,valeria_1,creada,25.0,2024-10-31 13:23:00
12651,Valeria,valeria_1,creada,20.0,2024-10-31 15:02:00
12652,Ana,anagarcia,creada,40.0,2024-10-31 16:14:00
12653,Camilo,camip1234,creada,20.0,2024-10-31 17:07:00
12654,Camilo,camip1234,creada,25.0,2024-10-31 13:25:00
12655,Andrea,andreamg,creada,60.0,2024-10-31 15:00:00
12656,Ana,anagarcia,creada,20.0,2024-11-01 00:49:00
12657,Carlos,carlito01,creada,50.0,2024-11-01 01:01:00
12658,Andrea,andreamg,creada,20.0,2024-11-01 06:25:00
12659,Ana,anagarcia,creada,50.0,2024-10-31 21:24:00
12660,Ana,anagarcia,creada,25.0,2024-11-01 01:24:00
12661,Ana,anagarcia,creada,60.0,2024-10-31 14:23:00
12662,Valeria,valeria_1,creada,20.0,2024-11-01 05:00:00
12663,Ana,anagarcia,creada,20.0,2024-10-31 22:52:00
12664,Andrea,andreamg,creada,40.0,2024-10-31 09:48:00
12665,Valeria,valeria_1,creada,40.0,2024-11-01 00:28:00
12666,Carlos,carlito01,creada,20.0,2024-11-01 01:03:00
12667,Camilo,camip1234,creada,50.0,2024-10-31 23:48:00
